game_id;result;moves;board
19754;black_win;11-16,21-17,8-11,17-14,10x17,22x13,4-8,24-19,9-14,25-22,16-20,29-25,11-16,25-21,14-17,21x14,6-9,13x6,2x9x18x25,30x21,7-10,26-22,5-9,22-18,9-13,31-26,8-11,28-24,1-5,26-22,5-9,21-17,11-15,18x11,9-14,11-7,14x21,7-2,10-14,22-18,14-17,18-14,17-22,14-10,22-26,10-6,26-31;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19755;draw;11-16,21-17,9-13,25-21,5-9,29-25,10-15,24-19,15x24,28x19,1-5,17-14,9x18,22x15,7-10,25-22,3-7,22-18,13-17,21x14,10x17,18-14,8-11,15x8,4x11,26-22,17x26,31x22,16-20,23-18,6-10,22-17,20-24,27x20,11-16,20x11,7x16x23,14x7,2x11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19756;white_win;11-16,21-17,9-14,25-21,16-20,22-18,8-11,18x9,5x14,29-25,4-8,25-22,11-16,24-19,8-11,22-18,1-5,18x9,6x13x22,26x17,10-14,17x10,7x14,30-25,2-6,19-15,11x18,25-22,18x25,23-19,16x23,27x18x9x2,25-30,2-6,3-7,6-2,7-11,2-7,5-9,7x16,12x19,31-27,30-26,27-24,20x27,32x23x16,26-23,16-11,23-18,11-7,18-15,7-2,15-10,28-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19757;draw;11-16,22-17,16-20,17-14,9x18,23x14,10x17,21x14,8-11,25-22,11-15,29-25,6-9,26-23,9x18,23x14,4-8,24-19,15x24,28x19,8-11,22-17,1-6,25-21,6-10,17-13,10x17,21x14,2-6,32-28,11-16,19-15,7-10,14x7,3x10x19,27-24,20x27,31x24x15,16-19,30-25,5-9,15-11,9-14,25-21,6-10,11-8,10-15,8-3,15-18,3-7,18-22,7-10,14-18,10-15,19-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19758;black_win;11-16,23-18,7-11,18-15,11x18,22x15,10x19,24x15,3-7,27-24,7-10,24-19,16x23,26x19,8-11,15x8,4x11,25-22,9-13,31-26,5-9,26-23,9-14,30-26,10-15,19x10,6x15,23-19,15x24,28x19,2-6,26-23,11-15,19x10,6x15,32-28,15-19,23x16,12x19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19759;black_win;11-16,23-18,7-11,18-15,10x19,24x15,11x18,22x15,3-7,28-24,9-14,25-22,8-11,15x8,4x11,26-23,6-10,22-18,16-20,18x9,5x14,29-25,11-15,23-19,1-5,25-22,5-9,30-25,9-13,31-26,7-11,26-23,2-7,23-18,14x23,27x18,20x27,32x23,15x24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19760;white_win;11-16,23-18,7-11,18-15,11x18,22x15,10x19,24x15,9-14,25-22,5-9,22-17,14-18,17-14,9-13,29-25,16-19,27-24,3-7,24-20,1-5,32-27,12-16,20x11,7x16,27-24,16-20,14-10,20x27,10x1,27-32,15-10,18-23,25-22,8-12,22-17,13x22,26x17,4-8,17-13;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19761;white_win;11-16,23-18,10-14,26-23,7-10,22-17,16-19,24x15,10x19x26,17x10,6x15x22,25x18,3-7,30x23,9-14,18x9,5x14,29-25,7-10,25-22,1-5,31-26,2-7,22-17,12-16,28-24,16-20,24-19,8-11,19-16,11-15,16-12,15-18,17-13;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19762;draw;11-16,24-19,16-20,23-18,9-14,18x9,5x14,27-23,8-11,22-18,4-8,18x9,6x13,21-17,13x22,25x18,11-16,29-25,2-6,25-22,8-11,18-14,10x17,22x13,7-10,26-22,11-15,30-25,15x24,28x19,10-15,19x10,6x15,23-18,15-19,18-14,19-23,22-17,20-24,32-28,16-19,14-10,23-27,17-14,27-32,25-21,32-27,21-17,27-23,10-7,3x10,14x7,23-18,7-2,18-15,17-14,1-5,2-6,12-16,14-10,15-18,6-2,16-20,2-6,18-22,10-7,22-18,6-10,5-9,13x6,24-27,31x24x15,18x11x2x9;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19763;draw;11-16,24-20,7-11,22-18,3-7,25-22,16-19,23x16,12x19,29-25,9-14,18x9,6x13,21-17,5-9,25-21,1-6,20-16,11x20,27-24,20x27,32x23x16,7-11,16x7,2x11,22-18,13x22,26x17,11-15,18x11,8x15,31-26,15-19,26-23,19x26,30x23,9-13,17-14,10x17,21x14,13-17,23-18,17-21;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19764;draw;11-16,24-20,7-11,22-17,9-14,25-22,3-7,17-13,11-15,20x11,7x16,22-18,15x22,26x17,16-19,23x16,12x19,31-26,8-12,29-25,4-8,27-23,2-7,23x16,12x19,26-23,19x26,30x23,7-11,32-27,8-12,27-24,11-16,24-20,16-19,23x16,12x19,20-16,14-18,16-11,19-24,28x19,10-14,17x10,6x15x24,21-17,5-9,13x6,1x10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19765;black_win;11-16,24-20,16-19,23x16,12x19,22-18,9-14,18x9,5x14,25-22,10-15,22-17,6-10,29-25,8-11,17-13,4-8,25-22,2-6,27-24,14-18,22-17,18-23,17-14,10x17,21x14,1-5,26-22,23-26,30x23x16,15-19,24x15,11x18x25,32-27,25-30,27-23,30-25,28-24,25-21,24-19,21-17,23-18,17x10,31-26,6-9,13x6,10x1,16-12,5-9,26-22,1-5,19-15,9-14,18x9,5x14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19766;draw;11-16,24-20,16-19,23x16,12x19,22-18,9-14,18x9,5x14,25-22,10-15,22-17,6-10,29-25,8-11,25-22,4-8,26-23,19x26,30x23,8-12,27-24,1-5,31-26,14-18,23x14,3-8,24-19,15x24,28x19,11-15,32-28,15x24,28x19,8-11,26-23,11-15,23-18,15x24,18-15,10x19,14-9,5x14,17x10x3;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19767;draw;12-16,21-17,16-20,17-13,11-15,24-19,15x24,28x19,8-12,22-18,4-8,25-22,8-11,29-25,9-14,18x9,5x14,25-21,11-15,32-28,15x24,28x19,10-15,19x10,6x15,22-18,15x22,26x17x10,7x14,30-26,12-16,26-22,3-8,22-18,1-5,18x9,5x14,13-9,8-12,9-5,16-19,23x16,12x19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19768;draw;11-15,23-18,8-11,27-23,4-8,23-19,10-14,19x10,14x23,26x19,7x14,24-20,14-18,22x15,11x18,32-27,9-14,30-26,5-9,25-22,18x25,29x22,6-10,27-23,9-13,22-18,1-5,18x9,5x14,26-22,3-7,28-24,14-17,21x14,10x17x26,31x22,7-10,22-18,8-11,18-14,10x17,23-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19769;draw;11-15,22-17,8-11,23-19,4-8,25-22,9-13,27-23,6-9,23-18,9-14,18x9,5x14,26-23,1-6,30-25,15-18,22x15,11x18x27,32x23,13x22,25x18x9,6x13,29-25,13-17,21x14,10x17,25-22,17x26,31x22,8-11,24-20,11-16,20x11,7x16,19-15,16-19,23x16,12x19,15-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19770;draw;11-15,23-18,8-11,27-23,10-14,23-19,14x23,19x10,7x14,26x19,6-10,32-27,11-15,27-23,4-8,22-18,15x22,25x18,9-13,18x9,5x14,29-25,3-7,24-20,8-11,25-22,14-17,21x14,10x17x26,31x22,1-6,28-24,6-10,30-25,10-14,22-18,14-17,25-21,17-22,19-15,11-16,20x11,7x16,24-20,16-19,23x16,12x19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19771;draw;11-15,22-17,8-11,23-19,11-16,24-20,15x24,20x11,7x16,27x20x11,3-7,28-24,7x16,24-20,16-19,25-22,4-8,29-25,10-15,17-13,2-7,21-17,8-11,32-27,7-10,27-23,12-16,23-18,19-24,25-21,16-19,17-14,10x17,21x14,19-23,26x19x10,6x15,13x6,1x10x17x26,31x22,5-9,20-16;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19772;draw;11-15,23-18,9-14,18x9,5x14,22-17,8-11,25-22,4-8,29-25,12-16,24-19,16x23,27x18x9,6x13,17-14,10x17,21x14,11-16,26-23,8-12,30-26,16-19,23x16,12x19,32-27,7-10,14x7,3x10,25-21,2-6,27-24,6-9,24-20,19-23,26x19,15x24,28x19,10-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19773;draw;11-15,24-19,15x24,28x19,8-11,22-18,11-16,25-22,16-20,22-17,4-8,17-13,8-11,26-22,10-14,19-15,12-16,15x8,3x12,29-25,6-10,13x6,2x9,27-24,20x27,31x24,16-20,32-27,7-11,24-19,9-13,18x9,5x14,22-18,1-5,18x9,5x14,25-22,11-15,19-16,12x19x26,30x23,15-19,23x16,10-15,27-23,20-24,21-17,14x21,23-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19774;draw;11-16,23-18,16-20,24-19,10-14,18-15,7-10,22-17,9-13,27-23,13x22,25x18x9,5x14,29-25,3-7,31-27,1-5,25-22,20-24,27x20,7-11,22-17,11x18x27,32x23,6-9,19-15,10x19,23x16,12x19,17x10,9-14,26-23,19x26,30x23,8-12,28-24,4-8,23-19,14-18,21-17,18-22,19-15,22-26,17-13,26-31,10-6,2x9,13x6,31-26,6-2,26-22,2-6,22-18,15-10,8-11,10-7,11-15,7-2,15-19,24x15,18x11,6-10,5-9,2-6,9-13,6-9,12-16,9-14,16-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19775;draw;11-15,22-17,8-11,23-19,9-13,17-14,10x17,21x14,15-18,24-20,4-8,27-23,18x27,32x23,11-15,19x10,6x15,23-18,15x22,25x18,8-11,28-24,1-6,29-25,13-17,25-22,17-21,22-17,6-9,17-13,7-10,13x6,2x9,14x7,3x10,31-27,10-15,26-22,12-16,27-23,9-14,18x9,5x14,22-17,15-18,17x10,18x27,10-7,27-32;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19776;draw;9-14,22-18,5-9,24-19,11-15,18x11,8x15x24,28x19,4-8,25-22,8-11,22-18,11-16,29-25,1-5,27-24,16-20,32-28,20x27,31x24,9-13,18x9,5x14,25-22,7-11,24-20,2-7,22-18,14-17,21x14,10x17,19-16,12x19,23x16,17-22,26x17,13x22,28-24,6-10,16-12,10-15,20-16,11x20x27,18x11x2,27-32,2-6,32-27,6-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19777;draw;11-15,24-20,8-11,28-24,4-8,23-19,9-14,22-17,15-18,26-23,11-15,17-13,8-11,31-26,6-9,13x6,2x9,26-22,1-6,22-17,18-22,25x18,15x22,23-18,14x23,27x18,9-13,17-14,10x17,21x14,6-10,30-25,10x17,25-21,22-25,21x14,25-30,19-15,30-26,15x8,26-22,32-28,22x15,24-19,15x24,28x19,13-17,8-4,17-22,4-8,7-10,14x7,3x10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19778;draw;11-15,23-18,8-11,27-23,4-8,23-19,9-14,18x9,5x14,22-17,6-9,25-22,9-13,26-23,1-6,30-25,15-18,22x15,11x18x27,32x23,13x22,25x18x9,6x13,29-25,13-17,21x14,10x17,25-22,17x26,31x22,8-11,24-20,11-16,20x11,7x16,19-15,16-19,23x16,12x19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19779;draw;11-15,22-17,8-11,23-19,9-13,17-14,10x17,21x14,15-18,24-20,3-8,19-15,6-10,15x6,1x10x17,25-22,18x25,30x21x14,13-17,27-23,11-15,28-24,15-19,24x15,7-10,15x6,2x9x18x27,32x23,12-16,20x11,8x15,26-22,17x26,31x22,4-8,29-25,8-11,25-21,5-9,21-17,9-13,17-14,11-16,14-9,15-19,23-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19780;draw;11-15,23-18,8-11,27-23,4-8,23-19,10-14,19x10,14x23,26x19,7x14,24-20,6-10,22-17,11-15,17-13,15x24,13x6,2x9,28x19,8-11,25-22,11-15,32-28,15x24,28x19,3-8,20-16,9-13,29-25,5-9,31-27,1-5,30-26,10-15,19x10,12x19,10-7,8-12,7-3,12-16,3-7,16-20,27-23,19-24,22-18,24-27,25-22,27-31,7-10,31-27,10x17,20-24,17-14,24-28,14-10,28-32,10-14,32-28,14-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19781;draw;11-15,23-19,8-11,22-17,9-14,25-22,6-9,17-13,2-6,29-25,4-8,24-20,15x24,28x19,11-15,27-24,14-17,21x14,9x18,26-23,18x27,32x23,10-14,19x10,6x15,13-9,14-18,23x14,7-10,14x7,3x10,30-26,5x14,25-21,1-6,22-17,8-11,26-23,15-18,24-19,18x27,31x24,14-18,17-14,10x17,21x14,18-22,14-10,6x15,19x10,22-26,10-7,12-16,7-3,26-31,3-8,16-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19782;draw;11-15,23-18,8-11,27-23,4-8,23-19,10-14,19x10,14x23,26x19,7x14,24-20,6-10,22-17,14-18,32-27,9-14,30-26,5-9,26-22,2-6,22x15,11x18,27-23,18x27,31x24,8-11,19-16,12x19,24x15x8,3x12,28-24,14-18,17-14,10x17,21x14x5,18-23,24-19,6-10,25-22,23-27,22-18,27-32,29-25,32-27,25-22,27-24,20-16,24x15,18x11,12x19,11-7,10-15,7-2,19-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19783;draw;11-15,24-20,8-11,28-24,4-8,23-19,15-18,22x15,11x18,26-22,7-11,22x15,11x18,30-26,10-14,25-22,18x25,29x22,6-10,32-28,1-6,27-23,2-7,19-16,12x19,24x15,10x19,23x16,6-10,28-24,9-13,24-19,14-17,21x14,10x17,26-23,17x26,31x22,7-10,16-12,8-11,22-18,10-14,18x9,5x14,19-16,11-15,16-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19784;draw;11-15,23-18,8-11,27-23,10-14,23-19,14x23,19x10,7x14,26x19,11-16,19-15,9-13,30-26,14-18,32-27,16-19,21-17,3-7,15-11,7x16,24x15,16-19,17-14,4-8,27-23,18x27,31x24,13-17,22x13,6-9,13x6,1x10x17,25-21,12-16,21x14,16-20,26-23,19x26,24-19,26-30,14-10,30-26,19-16,8-12,16-11,26-23,11-8;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19785;draw;11-15,22-17,8-11,23-19,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,28-24,7x16,24-20,16-19,25-22,4-8,29-25,10-15,17-13,2-7,21-17,8-11,26-23,19x26,30x23,7-10,32-28,9-14,25-21,5-9,28-24,11-16,20x11,15-18,22x15,10x19x28,17x10,6x15,13x6,1x10,11-7,10-14,7-2,15-19,23x16,12x19,2-7,19-23,7-11,14-18,11-15,18-22,15-18,22-26,18x27,28-32,31x22,32x23,22-17,23-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19786;draw;11-15,23-18,8-11,27-23,4-8,23-19,10-14,19x10,14x23,26x19,7x14,24-20,6-10,22-17,9-13,30-26,13x22,25x18x9,5x14,26-23,2-7,29-25,14-17,21x14,10x17,25-22,17x26,31x22,11-15,19x10,7x14,28-24,1-5,22-18,8-11,18x9,5x14,32-28,12-16,24-19,14-18,23x14,16x23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19787;draw;9-14,22-18,5-9,24-20,11-16,20x11,8x15x22,25x18,4-8,29-25,8-11,25-22,10-15,28-24,7-10,24-20,3-7,27-24,1-5,32-28,9-13,18x9,5x14,24-19,15x24,28x19,11-15,19-16,12x19,23x16,14-18,22-17,13x22,26x17,7-11,16x7,2x11,17-14,10x17,21x14,15-19,30-25,18-22,25x18,19-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19788;draw;9-14,22-17,11-15,25-22,8-11,17-13,11-16,24-19,15x24,28x19,4-8,22-18,8-11,18x9,5x14,29-25,16-20,25-22,11-16,30-25,14-17,21x14,10x17,13-9,6x13,25-21,2-6,21x14,1-5,22-17,13x22,26x17,7-11,17-13,6-10,14x7,3x10,27-24,20x27,31x24,16-20,23-18,20x27,32x23,10-14,18x9,5x14,13-9,11-16,19-15,16-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19789;draw;11-15,24-20,15-19,23x16,12x19,22-18,9-14,18x9,5x14,25-22,8-11,27-23,4-8,23x16,8-12,32-27,12x19,22-17,11-15,20-16,15-18,17-13,14-17,21x14,10x17,27-23,18x27,31x24x15,6-9,13x6,1x10x19,29-25,17-21,25-22,7-11,16x7,2x11,22-18,11-16,18-15,3-8,15-10,8-12,10-6,21-25,30x21,19-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19790;draw;11-15,23-18,8-11,27-23,4-8,23-19,10-14,19x10,14x23,26x19,7x14,24-20,14-18,22x15,11x18,32-27,9-14,30-26,5-9,25-22,18x25,29x22,6-10,27-23,9-13,22-18,1-5,18x9,5x14,26-22,3-7,22-18,14-17,21x14,10x17,18-15,17-22,28-24,7-11,15-10,22-25,23-18,25-30,10-7,30-25,7-3,13-17,19-15,25-22,24-19,17-21,19-16,12x19,3x12,19-23,15x8,22x15,8-3;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19791;draw;9-14,22-18,5-9,24-19,11-15,18x11,8x15x24,28x19,4-8,25-22,8-11,22-18,11-16,29-25,1-5,25-22,7-11,27-24,16-20,32-28,20x27,31x24,9-13,18x9,5x14,24-20,11-15,20-16,15x24,28x19,14-18,23x14x7,2x11x20,19-15,20-24,21-17,6-9,26-23,24-27,23-18,27-31,17-14,31-27,14x5,27-23,18-14,23-18,14-10,18x11,5-1;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19792;draw;9-13,23-18,10-15,26-23,6-10,30-26,1-6,18-14,10x17,21x14,15-18,22x15,11x18,26-22,12-16,22x15,7-10,14x7,3x10x19x26,31x22,6-10,27-23,8-12,23-18,5-9,25-21,2-7,24-20,7-11,29-25,10-14,18-15,11x18,20x11,18-23,11-7,4-8,7-3,23-26,28-24,8-11,3-8,11-15,8-3,12-16,3-7,26-31,32-28,16-19,24-20,31-27,20-16,19-23,16-12,23-26,12-8,26-30,8-3,15-19,7-11,19-23,11-15,23-26,15-10,27-23,10x17,23-19,3-7,19-15,7-2;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19793;white_win;9-13,23-18,10-15,26-23,6-10,23-19,11-16,18x11,16x23,27x18,8x15,18x11,7x16,22-18,16-20,32-27,4-8,18-15,10x19,24x15,3-7,30-26,5-9,25-22,12-16,15-10,7x14,22-17,13x22,26x17x10,9-14,29-25,14-18,21-17,8-11,10-7,1-6,7-3,11-15,17-14,6-10,14x7,2x11,31-26,16-19,3-7,18-23,27x18,15x22x31,7x16x23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19794;white_win;10-14,24-20,11-16,20x11,8x15,22-18,15x22,25x18,4-8,26-22,8-11,28-24,7-10,24-19,10-15,19x10,6x15,27-24,12-16,22-17,15x22,17x10,16-20,24-19,20-24,21-17,22-26,31x22,9-14,29-25,14x21,23-18,24-28,18-15,11x18,22x15,2-6,25-22,5-9,22-18,9-13,18-14,13-17,10-7;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19795;white_win;10-14,24-20,11-16,20x11,8x15,22-18,15x22,26x17x10,6x15,28-24,4-8,25-22,8-11,29-25,9-13,23-18,12-16,21-17,16-19,24-20,5-9,25-21,19-24,30-26,1-5,26-23,24-28,27-24,9-14,17x10,7x14,18x9,5x14,24-19,15x24,22-18,14-17,21x14,13-17,23-19,17-22,19-15,22-25,15x8,3x12,14-10,25-30,18-15,30-25,15-11,25-22,10-7,22-18,7-3,18-15,20-16,15x8,31-26,12x19,3x12,2-6,12-8;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19796;draw;10-15,22-18,15x22,25x18,9-13,24-19,11-15,18x11,8x15x24,28x19,4-8,23-18,7-10,27-23,3-7,32-27,10-14,18x9,5x14,27-24,8-11,29-25,6-10,24-20,11-15,19-16,12x19,23x16,7-11,16x7,2x11,25-22,14-18,22-17,13x22,26x17,18-23,17-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19797;white_win;10-15,22-18,15x22,25x18,11-15,18x11,8x15,21-17,6-10,17-13,9-14,29-25,4-8,25-22,8-11,23-18,14x23,26x19,10-14,19x10,14-17,31-26,7x14,27-23,17-21,24-20,2-7,22-18,7-10,18x9,5x14,13-9,11-15,23-19,15x24,28x19,14-18,26-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19798;draw;9-14,22-17,11-16,25-22,8-11,22-18,16-20,18x9,5x14,29-25,11-15,25-22,7-11,17-13,4-8,22-17,15-18,24-19,18-22,19-16,12x19,23x16x7,2x11,26-23,22-25,23-18,14x23,27x18,3-7,17-14,10x17,21x14,25-29,14-9,6-10,9-6,10-15,6-2,15x22,32-27,22-25,30x21,29-25,27-23,8-12,23-18,25-22,18-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19799;draw;9-14,22-17,11-16,25-22,16-19,24x15,10x19,23x16,12x19,17x10,6x15,21-17,5-9,17-13,2-6,22-17,7-10,29-25,8-12,25-21,4-8,27-23,3-7,23x16,12x19,32-27,8-12,27-24,1-5,31-27,15-18,24x15,10x19,30-25,12-16,26-22,19-23,22x15,23x32,15-10,6x15,13x6,7-11,6-2,16-20,2-7,11-16,7-11,15-19,11-8,19-23,8-12,16-19,12-16,32-27,17-14,19-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19800;draw;10-14,22-18,7-10,25-22,11-16,29-25,8-11,18-15,11x18,22x15,10x19,24x15,3-7,26-22,9-13,31-26,16-19,23x16,12x19,27-23,19-24,28x19,4-8,32-27,7-11,22-18,13-17,18x9,5x14,19-16,11x18,16-12,8-11,12-8,11-16,8-4,16-20,4-8,20-24,27x20,18x27,26-23,27-31,20-16,1-5,16-11,6-9,8-12,2-6,11-7,31-27,23-19,17-22;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19801;draw;10-14,22-18,7-10,25-22,11-16,29-25,8-11,24-20,10-15,27-24,6-10,24-19,15x24,28x19,3-8,32-27,9-13,18x9,5x14,22-18,1-5,18x9,5x14,25-22,11-15,20x11,15x24,27x20,8x15,20-16,12x19,23x16,14-18,22-17,13x22,26x17,18-23,17-14,10x17,21x14,15-19,14-10,19-24,31-26,23-27,26-22,27-31,22-17,31-27,17-13,27-23,10-6,2x9,13x6,23-19,16-12,19-15,6-2,15-10,30-25,24-27,25-21,27-31,21-17,31-26,17-13,10-14,2-7;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19802;black_win;9-13,24-20,5-9,22-18,11-16,20x11,8x15x22,25x18,12-16,28-24,16-20,29-25,4-8,24-19,10-14,25-22,6-10,18-15,2-6,22-18,1-5,26-22,14-17,21x14,10x17x26,31x22,7-10,30-25,3-7,25-21,7-11,21-17,11-16,19x12x3,10x19x26,17-14,26-30,14-10,6x15,18x11,30-26,22-18,26-23,18-15,23-19,15-10,13-17,10-6,17-22,3-7,22-25,11-8,25-30,7-10,9-13,8-3,5-9,3-7,9-14,10x17,13x22,7-10,22-25,6-2,25-29,2-7,29-25,7-11,25-22,11-15,30-26,15x24,26-23,27x18,20x27;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19803;white_win;9-13,24-20,5-9,22-18,10-15,18-14,9x18,23x14,1-5,25-22,15-18,22x15,11x18,26-23,8-11,28-24,3-8,32-28,18-22,30-25,13-17,25x18,11-16,20x11,8x15x22,24-19,6-9,28-24,9x18,23x14,4-8,27-23,2-6,23-18,6-9,24-20,9-13,18-15,22-26,31x22,17x26,15-10,7-11,10-6,26-31,29-25,31-27,25-22,5-9,14x5,27-24,6-2,24x15,2-7,12-16,7-3;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19804;draw;10-14,24-19,6-10,22-18,11-15,18x11,8x15x24,28x19,4-8,25-22,8-11,22-18,11-16,29-25,1-6,25-22,7-11,27-24,16-20,32-28,20x27,31x24,11-16,19-15,10x19,24x15,16-19,23x16,12x19,26-23,19x26,30x23,3-7,22-17,7-10,28-24,10x19x28,17x10x1,9-13,18-15,28-32,15-11,32-27,23-19,27-24,19-15,24-19,15-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19805;black_win;10-14,24-19,6-10,22-18,11-15,18x11,8x15x24,28x19,4-8,25-22,8-11,22-18,1-6,29-25,11-16,25-22,7-11,27-24,16-20,32-28,20x27,31x24,9-13,18x9,5x14,24-20,11-15,30-25,15x24,28x19,3-7,22-18,14-17,21x14,10x17,18-15,17-21,25-22,21-25,15-11,7x16,20x11,25-30,22-18,13-17,18-14,30-25,19-16,12x19,23x16,25-22,26-23,17-21,11-8,22-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19806;draw;9-14,24-20,11-15,22-18,15x22,25x18x9,5x14,29-25,10-15,25-22,7-10,22-17,8-11,28-24,4-8,32-28,15-18,17-13,11-15,21-17,14x21,23x14x7,3x10,27-23,15-19,24x15,10x19,23x16,12x19,31-27,6-10,20-16,8-11,16x7,2x11,13-9,10-15,27-23,11-16,9-5,1-6,5-1,6-9,1-6,9-14,6-9,15-18,26-22,18x27,9x18,27-32,18-14,19-23,14-17,23-27;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19807;white_win;9-14,22-17,5-9,17-13,1-5,25-22,14-17,21x14,9x18x25,29x22,10-15,30-25,11-16,24-19,15x24,28x19,7-10,25-21,8-11,22-18,6-9,13x6,2x9,26-22,3-7,22-17,9-13,17-14,10x17,21x14,13-17,14-9,5x14,18x9,7-10,9-6,10-14,6-2,17-21,2-7,21-25,7-3,4-8,3-7,25-30,7-10,14-17,27-24,16-20,10-7,20x27,7x16,17-22,31x24,30-26,16-20,22-25,23-18,25-30,18-15,26-22,15-11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19808;draw;11-16,24-20,7-11,22-18,3-7,28-24,16-19,24x15,10x19,23x16,12x19,25-22,7-10,27-23,19-24,23-19,8-12,26-23,4-8,31-26,10-14,29-25,9-13,18x9,5x14,22-18,24-27,18x9,27-31,19-16,31x22x29,16x7,2x11,9x2,29-25,21-17,13x22,30x21,11-15,23-18,8-11,2-7,22-25,7x16,15x22,16-19,25-30;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19809;draw;10-14,24-19,14-18,23x14,9x18,22x15,11x18,21-17,8-11,17-13,7-10,26-23,10-14,28-24,4-8,31-26,6-10,25-21,11-16,29-25,3-7,13-9,8-11,26-22,11-15,9-6,2x9,24-20,15x24x31,22x15x6,1x10,20x11x2,10-15,2-6,9-13,6-9,15-18,25-22,18x25,9x18,12-16,18-14,31-26,23-18,26-23,18-15,25-29,15-10,29-25,21-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
19810;white_win;10-14,24-19,14-18,23x14,9x18,22x15,11x18,21-17,8-11,17-13,7-10,26-23,10-14,28-24,11-16,31-26,16-20,25-21,4-8,29-25,8-11,26-22,3-8,22x15,11x18,30-26,2-7,32-28,5-9,26-22,7-11,22x15,11x18,19-15,12-16,24-19,8-12,28-24,14-17,21x14x5;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
