game_id;result;moves;board
6752;draw;11-15,23-19,8-11,22-17,11-16,24-20,16x23,27x18x11,7x16,20x11,3-7,28-24,7x16,24-20,16-19,25-22,4-8,29-25,19-24,17-14,9x18,22x15,10x19,32-28,6-10,25-22,5-9,22-18,8-11,21-17,19-23,28x19,10-15,19x10,2-6,26x19,6x15x24,17-14,11-15,18x11,9x18,11-7,24-28,30-26,28-32,7-2,32-28;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6753;draw;11-15,23-19,7-11,26-23,9-14,22-17,11-16,25-22,5-9,17-13,3-7,29-25,7-11,24-20,15x24,28x19,11-15,20x11,15x24,27x20,8x15,30-26,4-8,20-16,12x19,23x16,8-11,16x7,2x11,26-23,11-16,31-26,15-18,22x15,10x19,25-22,19-24,22-17,24-27,17x10,6x15,13x6,1x10,26-22,10-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6754;draw;12-16,21-17,9-13,25-21,16-19,23x16,11x20,17-14,10x17,21x14,6-10,29-25,10x17,25-21,1-6,21x14,8-11,24-19,6-10,30-25,10x17,25-21,2-6,21x14,6-10,22-17,13x22,26x17,4-8,27-24,20x27,31x24,11-15,24-20,15x24,28x19,10-15,19x10,5-9,14x5,7x14x21;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6755;white_win;12-16,21-17,9-13,25-21,16-19,23x16,11x20,17-14,10x17,21x14,6-10,29-25,10x17,25-21,1-6,21x14,6-10,30-25,10x17,25-21,2-6,21x14,6-10,22-17,13x22,26x17,8-11,24-19,4-8,27-23,8-12,28-24,20x27,31x24,11-15,32-27,7-11,14x7,3x10,17-14,10x17,19x10,17-22,24-20,22-26,27-24,26-31,10-7,31-26,23-19,26-23,7-2,23x16,2-6,11-15,20x11,15-18,24-20,18-23,11-7;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6756;draw;11-16,24-20,16-19,23x16,12x19,22-18,8-11,25-22,4-8,29-25,9-14,18x9,5x14,22-17,11-15,27-24,8-11,17-13,1-5,32-27,14-18,26-23,19x26,30x23x14,10x17,21x14,6-9,13x6,2x9x18,24-19,15x24,28x19,11-15,19x10,7x14,20-16,14-17,25-21,17-22,21-17,22-25,16-11,25-30,17-14,30-25,14-10,25-22,27-24,18-23,11-7,23-26,7-2,26-30,24-20,30-26,2-6,26-23,10-7,3x10,6x15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6757;black_win;11-16,24-20,16-19,23x16,12x19,22-18,9-14,18x9,5x14,25-22,10-15,22-17,6-10,17-13,8-11,29-25,4-8,25-22,2-6,22-17,8-12,27-24,14-18,17-14,10x17,21x14,1-5,32-27,6-10,14-9,5x14,13-9,18-22,26x17,14x21,31-26,10-14,9-6,14-18,6-2,18-23,27x18,15x22x31,24x15x8,7-11,8-4,12-16,2-7,3x10,4-8,10-15,8-12,15-18,12x19,18-23,19x26,31x22,28-24,22-18,24-19,18-14,19-16,14-10,16x7,10x3,30-26,3-7,26-22,7-10,22-17,21-25,17-13,10-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6758;draw;10-15,24-20,7-10,22-17,9-14,25-22,3-7,29-25,11-16,20x11,7x16,23-18,14x23,27x18x11,8x15,17-14,10x17,21x14,16-19,32-27,4-8,14-10,5-9,22-17,12-16,25-22,16-20,10-7,2x11,27-23,11-16,23-18,8-12,18x11,19-24,28x19,16x23,26x19,9-14,17x10,6x15x24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6759;black_win;10-15,24-20,15-19,23x16,12x19,22-18,6-10,25-22,10-14,29-25,14x23,27x18,9-14,18x9,5x14,32-27,11-15,22-17,7-10,20-16,8-12,27-24,3-7,31-27,4-8,27-23,8-11,24-20,15-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6760;white_win;11-16,24-20,16-19,23x16,12x19,22-18,9-14,18x9,5x14,25-22,10-15,22-17,6-10,29-25,8-11,17-13,4-8,25-22,14-18,22-17,19-24,28x19,15x24,17-14,10x17,21x14,7-10,14x7,3x10,26-23,18-22,23-18,2-6,32-28,22-25;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6761;draw;11-16,24-20,16-19,23x16,12x19,22-18,9-14,18x9,5x14,25-22,10-15,22-17,6-10,29-25,8-11,17-13,2-6,27-24,4-8,25-22,14-18,22-17,10-14,17x10,7x14,20-16,11x20x27,32x23x16,8-12,16-11,15-19,31-27,12-16,21-17,14x21,11-7,3x10,26-23,19x26,30x23x14x7;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6762;draw;10-14,22-17,14-18,23x14,9x18,26-23,6-9,23x14,9x18,30-26,2-6,26-23,6-9,23x14,9x18,31-26,1-6,26-23,6-9,23x14,9x18,17-14,12-16,21-17,16-20,25-22,18x25,29x22,11-15,27-23,20x27,23-18,8-11,32x23,15-19,23x16,11x20,18-15,4-8,17-13,7-11,15-10,11-16;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6763;draw;10-14,22-17,7-10,17-13,3-7,25-22,14-17,21x14,9x18x25,29x22,11-15,23-19,5-9,26-23,9-14,24-20,15x24,28x19,8-11,31-26,11-16,20x11,7x16,22-18,1-5,18x9,5x14,27-24,16-20,30-25,20x27,19-15,10x19,23x16,12x19,32x23x16,14-17,25-21,4-8,21x14,6-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6764;draw;11-16,23-18,16-20,24-19,10-14,18-15,7-10,22-17,9-13,27-23,13x22,25x18x9,5x14,29-25,3-7,31-27,1-5,25-22,20-24,27x20,7-11,22-17,11x18x27,32x23,6-9,19-15,10x19,17x10,9-14,23x16,12x19,26-23,19x26,30x23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6765;draw;11-16,23-18,16-20,24-19,10-14,18-15,7-10,22-17,9-13,27-23,13x22,25x18x9,5x14,32-27,3-7,29-25,7-11,26-22,11x18,22x15,8-11,15x8,4x11,30-26,11-16,25-22,14-18,22x15,10-14,26-22,14-18,23x14,16x23x32,14-10,32-27,31x24,20x27,22-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6766;draw;11-16,22-18,8-11,25-22,16-20,22-17,9-14,18x9,5x14,29-25,11-15,25-22,7-11,17-13,4-8,24-19,15x24,28x19,11-15,19-16,12x19,23x16,15-19,22-17,8-11,16x7,2x11,27-23,19-24,23-19,14-18,19-16,10-15,16x7,3x10,32-27,24-28,17-14,10x17,21x14,28-32,14-9,32x23,9x2,23-19,2-7,18-23,7-10,1-5,10-14,23-27,31x24,20x27,13-9,27-31,26-22;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6767;draw;11-16,22-18,8-11,25-22,16-20,22-17,9-14,18x9,5x14,29-25,11-15,25-22,7-11,17-13,4-8,30-25,11-16,24-19,15x24,28x19,3-7,22-18,1-5,18x9,5x14,19-15,10x19,25-22,8-11,22-18,6-9,13x6,2x9,32-28,9-13,18x9,11-15,23-18,15x22,26x17,13x22,27-24,20x27,31x24x15,16-20,9-5,22-26,5-1,26-31,1-5,31-27,5-9,12-16,21-17,27-31,9-14,16-19,17-13,19-23,13-9,31-26,9-6,23-27,6-1,26-23,1-6,23-19,15-10,7-11,10-7,19-23,6-10,27-31,7-3,11-16;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6768;draw;11-16,23-19,16x23,26x19,8-11,19-15,11x18,22x15,10x19,24x15,7-10,27-24,10x19,24x15,12-16,21-17,4-8,32-27,2-7,30-26,16-20,26-23,9-13,23-19,13x22,25x18,5-9,29-25,7-10,25-22,20-24,27x20,10-14,20-16,14x23,22-18,8-11,15x8,3x12,16-11,6-10,11-7,10-14,7-2,23-26,31x22,14x23,2-7,23-26,7-10,26-31,22-17,9-13,17-14,31-27,10-15,27-24,14-10,13-17,10-7,17-21,7-3,1-6,3-7,21-25,7-10,24-20,10x1,20-16;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6769;draw;11-16,23-19,16x23,26x19,9-14,27-23,8-11,22-18,4-8,18x9,5x14,25-22,11-15,29-25,8-11,31-26,6-9,24-20,15x24,28x19,2-6,32-28,10-15,19x10,6x15,23-18,14x23,26x19x10,7x14,22-17,14-18,17-13,9-14,30-26,1-6,28-24,11-15,26-22,18-23,24-19,15x24,22-18,14-17,21x14,6-10,14x7,3x10,25-21;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6770;draw;10-15,24-19,15x24,28x19,6-10,22-17,9-14,25-22,11-15,27-24,8-11,23-18,14x23,17-14,10x17,21x14,7-10,14x7,3x10,31-27,2-6,27x18,6-9,32-28,9-14,18x9,5x14,26-23,1-5,30-26,5-9,24-20,15x24,28x19,11-15,19-16,12x19,23x16,14-18,16-11,18x25,29x22,10-14,26-23,9-13,11-7,4-8,7-3,14-17,3x12,17x26,12-8,26-31;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6771;draw;10-15,24-19,15x24,28x19,6-10,22-17,9-14,25-22,11-15,27-24,8-11,23-18,14x23,17-14,10x17,21x14,7-10,14x7,3x10,31-27,2-6,27x18,6-9,32-28,9-14,18x9,5x14,26-23,1-5,30-26,5-9,24-20,15x24,28x19,11-15,19-16,12x19,23x16,9-13;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6772;draw;12-16,21-17,9-13,25-21,16-19,23x16,11x20,17-14,10x17,21x14,6-10,29-25,10x17,25-21,1-6,21x14,6-10,30-25,10x17,25-21,2-6,21x14,8-11,24-19,4-8,27-23,6-10,22-17,13x22,26x17,8-12,28-24,20x27,31x24,11-15,32-27,7-11,14x7,3x10,17-14,10x17,19x10,17-22,10-7,22-26,24-20,26-31,27-24,31-27,24-19,27x18,19-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6773;draw;12-16,21-17,9-13,25-21,16-19,23x16,11x20,17-14,10x17,21x14,6-10,29-25,10x17,25-21,1-6,21x14,6-10,30-25,10x17,25-21,2-6,21x14,8-11,24-19,4-8,27-23,6-10,22-17,13x22,26x17,8-12,28-24,20x27,31x24,11-15,32-27,7-11,14x7,3x10,17-14,10x17,19x10,17-22,10-7,22-26,24-20,26-31,27-24,31-27,24-19,27x18,19-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6774;black_win;12-16,23-19,16x23,27x18,11-16,22-17,16-20,17-14,10x17,21x14,20x27,32x23,8-11,23-19,4-8,28-24,8-12,26-23,11-16,24-20,9-13,20x11,7x16,25-22,3-7,29-25,6-10,30-26,10x17,25-21,16-20,21x14,20-24,19-15,12-16,15-10,7-11,10-7,16-19,23x16,11x20,7-3,24-27,31x24,20x27,18-15,27-31,3-8,2-6,14-10,13-17,22x13,31x22,8-3,22-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6775;draw;12-16,23-19,16x23,27x18,11-16,31-27,16-20,24-19,10-14,26-23,8-12,28-24,6-10,22-17,4-8,17-13,1-6,30-26,8-11,25-22,14-17,21x14,10x17,32-28,11-16,18-15,9-14,15-10,6x15,19x10,17-21,10-6,2x9,13x6,21-25,6-2,7-11,2-6,11-15,22-17,14x21,29x22,21-25,6-10,16-19,23x16,12x19,27-23,20x27,23x16,27-31,10x19,25-29,26-23,29-25,23-18,31-26,16-11,26x17,18-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6776;draw;11-15,22-17,15-19,23x16,12x19,24x15,10x19,25-22,8-11,30-25,4-8,22-18,11-16,17-14,8-12,27-23,9-13,31-27,6-10,25-22,10x17,21x14,7-10,14x7,3x10,27-24,1-6,24x15,10x19,18-15,5-9,15-11,9-14,29-25,6-10,25-21,10-15,32-27,16-20,23x16,12x19,27-23,2-6,23x16,14-18,11-7,18x25,26-23,25-30,23-19,15x24,28x19,30-26,16-11,20-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6777;draw;11-15,22-17,8-11,17-14,10x17,21x14,9x18,23x14,12-16,25-22,4-8,24-19,16x23,26x19x10,6x15,29-25,11-16,25-21,16-19,27-24,2-6,22-17,6-9,14-10,7x14,17x10,9-14,31-26,5-9,26-23,19x26,30x23,8-11,24-20,9-13,28-24,15-18,23-19,18-23,19-16,11-15,16-11,15-18,32-28,23-27,11-7,27-31,7-2,18-23,24-19,14-18,2-7,31-27,7-11,27-24,19-16,24-19,11-15,19x12,15x22,12-8,20-16,8-12,16-11,12-16,11-7,23-27,7-2,16-19,22-18,19-23,18-22,27-31,2-7,31-27,7-2,23-19,22-18,27-24,2-7,24-20,7-2,19-16,10-7,3x10,2-7,16-11,7x14,20-16,28-24,16-12,14-10,12-8,10-15,11-7,15-19,7-2,19-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6778;draw;11-16,23-19,16x23,26x19,8-11,27-23,4-8,24-20,11-15,30-26,15x24,28x19,9-14,22-17,6-9,17-13,1-6,25-22,14-17,21x14,9x18x27,32x23,8-11,22-18,10-14,18x9,5x14,26-22,14-17,29-25,17x26,31x22,11-16,20x11,7x16,22-18,16-20,18-14,20-24,14-10,6x15,19x10,24-27,10-6,2x9,13x6;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6779;black_win;11-16,23-19,16x23,27x18,12-16,22-17,16-20,17-14,20x27,32x23,10x17,21x14,8-11,23-19,4-8,25-22,8-12,19-15,11-16,15-11,16-19,11-8,12-16,8-4,16-20,26-23,19x26,30x23,7-11,23-19,11-15,19x10,6x15,18x11,9x18x25,29x22,1-6,31-26,6-10,26-23,10-14,11-8,3x12,4-8,5-9,8-11,9-13,11-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6780;black_win;10-15,22-17,11-16,24-20,16-19,23x16,12x19,17-13,9-14,25-22,6-10,29-25,8-11,22-17,4-8,27-24,8-12,32-27,1-6,27-23,3-8,23x16,12x19,26-23,19x26,30x23,8-12,23-19,11-16,20x11,7x16x23,24-19,15x24,28x19,14-18,17-14,10x17,21x14,6-10,14x7,2x11;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6781;draw;10-15,22-17,7-10,23-19,9-14,25-22,11-16,26-23,5-9,17-13,3-7,29-25,1-5,22-17,8-11,31-26,4-8,25-22,16-20,23-18,14x23,27x18,20x27,32x23,15x24,28x19,11-16,17-14,10x17,21x14,16-20,19-15,7-11,23-19,20-24,14-10,24-28,10x1,9-14,18x9,11x18x25,30x21,5x14,26-22,2-7,1-6;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6782;draw;10-15,24-19,15x24,28x19,6-10,22-17,9-14,25-22,11-15,27-24,8-11,23-18,14x23,17-14,10x17,21x14,7-10,14x7,3x10,31-27,2-6,27x18,6-9,32-28,9-14,18x9,5x14,26-23,1-6,30-26,6-9,24-20,15x24,28x19,11-15,19-16,12x19,23x16,9-13,16-11,15-19,11-7,10-15,7-3,19-24,3-7,15-19,7-10,14-17,10-15,19-23,26x19,17x26,15-18,26-30,20-16,13-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6783;draw;10-15,24-19,15x24,28x19,9-14,22-18,5-9,25-22,11-16,22-17,16-20,17x10,6x15x24,32-28,7-10,28x19,10-14,29-25,8-11,18-15,11x18,21-17,14x21,23x14x5,4-8,25-22,8-11,22-18,11-16,27-24,20x27,31x24,16x23,26x19,3-7,18-15,2-6,24-20,6-9,20-16,9-13,15-11,7-10,11-7,10-14,7-2,14-18,2-7,18-23,16-11,13-17,19-15,17-22,15-10,22-26,10-6,1x10,7x14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6784;draw;12-16,22-17,16-20,17-14,10x17,21x14,9x18,23x14,11-15,24-19,15x24,28x19,6-9,26-23,9x18,23x14,1-6,30-26,8-11,25-22,4-8,29-25,6-10,25-21,10x17,21x14,2-6,27-23,20-24,22-18,8-12,19-15,12-16,15x8,3x12,18-15,24-27,31x24,16-19,23x16,12x19x28,26-23,6-9,23-18,9-13,15-10,7-11,10-7,11-16,7-2,16-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6785;draw;12-16,22-17,16-20,17-14,10x17,21x14,9x18,23x14,6-9,26-23,9x18,23x14,1-6,30-26,11-15,24-19,15x24,28x19,8-11,25-22,4-8,26-23,6-10,31-26,10x17,22x13,8-12,29-25,11-16,26-22,7-10,25-21,3-7,22-18,10-14,18x9,5x14,19-15,16-19,23x16,12x19,13-9,14-18,21-17,19-24,27-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6786;white_win;12-16,21-17,9-13,25-21,6-9,24-20,11-15,20x11,7x16,29-25,16-19,23x16,15-18,22x15x6,13x22x29,21-17,1x10,17-13,9-14,27-23,8-12,32-27,12x19,23x16,14-17,27-23,17-21,23-18,29-25,28-24,4-8,24-19,2-6,18-15,8-12,15-11,10-14,11-8,14-17,8-4,25-22,4-8,5-9,8-11,22-18,26-23,18x27,31x24,9-14,11-15,17-22,16-11,22-25,11-8,25-29,8-4,29-25,4-8,25-22,8-11,14-18,24-20,18-23,19-16,12x19,15x24,6-10,11-16,22-26,16-11,26-31,24-28,31-27,28-32,27-24,13-9,10-14,11-15,14-17,9-5,17-22,32-28,24-27,15-18,22-26;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6787;white_win;12-16,21-17,9-13,24-20,5-9,23-18,16-19,25-21,11-15,18x11,8x15,27-23,19-24,28x19,15x24,23-18,10-14,17x10,7x14x23,26x19,24-28,22-18,6-10,30-26,4-8,20-16,2-7,18-15,8-12,15x6,1x10,29-25,9-14,25-22,14-17,21x14,10x17,22-18,17-22,26x17,13x22,18-15,22-25,15-11,7-10,11-7,25-30,7-2,30-25,2-6,10-14,16-11,14-17,6-10,17-22,11-7,3-8,31-27,8-11,10-14,25-30,27-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6788;white_win;11-15,24-19,15x24,28x19,8-11,22-18,9-14,18x9,5x14,25-22,11-15,32-28,15x24,28x19,4-8,22-18,8-11,18x9,6x13,29-25,11-15,27-24,1-5,25-22,5-9,23-18,10-14,19x10,14x23,26x19,7x14,30-26,2-7,24-20,7-11,26-23,3-7,31-26;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6789;black_win;11-15,24-19,15x24,28x19,9-14,22-18,5-9,26-22,8-11,22-17,11-16,25-22,16-20,29-25,4-8,17-13,8-11,31-26,10-15,19x10,6x15,13x6,2x9;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6790;white_win;9-14,23-18,14x23,27x18,12-16,18-14,10x17,21x14,11-15,24-19,16x23,26x19x10,6x15,22-18,15x22,25x18,7-11,29-25,11-15,18x11,8x15,32-27,4-8,27-23,8-11,28-24,15-18,31-27,1-6,24-19,6-9,30-26,9-13,26-22,3-8,22x15,11x18,14-10,13-17,23x14,17-21,25-22,21-25,22-18,25-30,27-23,30-26,14-9,5x14,18x9,26-31,19-16,31-27,16-12,27x18,12x3,18-15,10-6,15-10,6-1,10-14,1-5,14-10,3-8,10-14,8-11,14-10,11-16,10-14,16-19,14-10,5-1,10-14,19-15,14x5,15-10,2-6,10-14,6-9,14-17,9-13,17-14;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6791;black_win;9-14,23-18,14x23,27x18,5-9,26-23,12-16,24-20,8-12,28-24,10-15,22-17,15x22,25x18,9-14,17x10,6x15x22,23-18,7-10,18-14,10x17,21x14,4-8,32-28,16-19,24x15,11x18,30-26,8-11,26x17,18-22,14-9,1-5,9-6,2x9;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6792;draw;11-16,24-19,8-11,22-18,10-14,26-22,16-20,22-17,7-10,30-26,11-16,26-22,9-13,18x9,5x14,22-18,13x22,18x9,6x13,25x18,4-8,29-25,8-11,18-15,11x18,23x14x7,3x10,25-22,16x23,27x18,1-5,32-27,2-7,18-15,10x19,27-24,20x27,31x24x15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6793;draw;10-15,22-18,15x22,25x18,11-15,18x11,8x15,29-25,9-14,24-19,15x24,28x19,4-8,27-24,8-11,24-20,6-10,25-22,11-15,32-28,15x24,28x19,7-11,19-16,12x19,23x16x7,2x11,26-23,5-9,30-26,9-13,22-18,1-5,18x9,5x14,23-19,14-18,19-16,11-15,21-17;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6794;black_win;12-16,23-19,16x23,27x18,9-14,18x9,5x14,22-17,11-16,25-22,16-20,24-19,8-11,26-23,11-15,19-16,15-18,22x15,10x19x26,30x23,4-8,17x10,6x15,16-12,8-11,29-25,11-16,21-17,20-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6795;black_win;12-16,23-19,16x23,26x19,11-15,27-23,8-11,30-26,4-8,32-27,8-12,22-17,9-14,24-20,15x24,28x19,14-18,23x14,11-16;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6796;black_win;9-14,22-18,5-9,24-19,11-15,18x11,8x15x24,28x19,7-11,25-22,11-15,27-24,4-8,22-17,1-5,17-13,3-7,29-25,8-11,26-22,14-17,21x14,9x18x27,32x23,11-16,22-17,15-18;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6797;black_win;9-14,22-18,11-15,18x9,5x14,25-22,8-11,29-25,6-9,24-19,15x24,28x19,11-15,32-28,15x24,28x19,4-8,22-18,8-11,26-22,11-16,18-15,1-6,15-11,16-20,11-8,7-11,22-18,12-16,19x12,10-15,8-4,15x22x29;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6798;white_win;9-13,21-17,11-15,25-21,15-19,24x15,10x19,23x16,12x19,17-14,8-11,22-18,4-8,29-25,6-10,27-24,10x17,21x14,2-6,24x15,6-10,15x6,1x10x17,25-22,7-10,28-24,10-15,31-27,3-7,27-23,5-9,24-20,8-12,20-16;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6799;black_win;9-13,21-17,11-15,25-21,5-9,30-25,9-14,24-19,15x24,28x19,8-11,19-15,11x18,22x15,13x22,25x18x9,10x19,23x16,12x19,9-5,7-11,29-25,4-8,25-22,11-16,27-23,6-9,21-17,8-12,17-13,9-14,22-18,14-17,18-14,17-21,31-27,21-25,32-28,16-20,23x16,12x19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6800;black_win;10-15,22-18,15x22,25x18,9-13,24-19,11-15,18x11,8x15x24,28x19,4-8,29-25,8-11,25-22,7-10,27-24,2-7,24-20,5-9,32-28,10-15,19x10,6x15,28-24,7-10,23-18,12-16,26-23,10-14,22-17,13x22,30-26,22-25;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6801;white_win;10-15,22-18,15x22,25x18,9-13,24-19,11-16,29-25,8-11,25-22,4-8,18-14,6-10,28-24,10x17,21x14,16-20,23-18,11-16,26-23,7-10,14x7,3x10,18-15,1-6,31-26,5-9,15-11,8x15,23-18,16x23,18x11,10-14,26x19,14-17,22-18,17-22,18-15,13-17,11-8,17-21,8-3,22-25,3-8,9-14,15-10,6x15,19x10,25-29,10-7,2x11,8x15,29-25,15-10;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6802;draw;12-16,21-17,16-19,23x16,11x20,17-13,10-15,22-18,15x22,25x18,8-11,29-25,4-8,24-19,9-14,18x9,5x14,25-22,6-10,27-23,11-15,32-27,15x24,28x19,8-11,22-18,14-17,13-9,17-22,26x17,10-15,19x10,7x14x21,23-19,3-8,18-14,8-12,9-5,2-6,27-23,11-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6803;white_win;10-15,23-18,12-16,26-23,8-12,30-26,16-20,21-17,9-13,17-14,6-9,24-19,15x24,28x19,11-16,25-21,1-6,19-15,7-10,14x7,3x10x19,18-15,19-24,23-18,2-7,15-11,7-10,29-25,10-14,18-15,14-18,11-8,4x11,15x8,18-23,27x18,6-10,18-14,10x17,21x14,9x18,22x15,5-9,15-10,9-14,25-22,14-17,8-3,17-21,22-17,13x22,26x17,16-19,32-28,21-25,3-7,25-30,7-11,30-25,17-13;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6804;draw;10-15,23-18,12-16,26-23,16-19,23x16,11x20,18x11,8x15,22-18,15x22,25x18,4-8,24-19,6-10,29-25,9-14,18x9,5x14,25-22,8-11,30-26,11-15,26-23,15x24,28x19,2-6,31-26,6-9,22-18,7-11,26-22,1-5,32-28,3-8,19-16,9-13,18x9,5x14,16x7,14-17,21x14,10x17x26,7-3,8-12,3-7,26-31,7-11,31x24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6805;draw;9-13,23-18,5-9,26-23,11-16,24-19,10-14,30-26,8-11,28-24,16-20,18-15,11x18,22x15,7-10,32-28,2-7,25-22,4-8,19-16,12x19,23x16,10x19,24x15,14-18,16-12,18x25,29x22,9-14,22-17,13x22,26x17x10,7x14,27-23,6-10,15x6,1x10,31-26,8-11,26-22,10-15,23-19,15x24,28x19,20-24,22-17,14-18,19-15;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6806;draw;9-13,23-18,5-9,24-19,11-16,26-23,10-14,30-26,8-11,28-24,16-20,19-15,7-10,15x8,4x11,24-19,12-16,19x12,10-15,22-17,13x22,26x17x10,15x22,25x18,6x15x22,23-18,11-16,18-15,9-14,15-11,1-6,11-8,6-10,8-4,16-19,4-8,2-7,8-4,10-15,4-8,14-18,21-17,22-25,29x22,18x25,17-14,25-29,14-9,29-25,9-6,7-11,6-2,19-23,27x18,15x22,8x15,22-26,31x22,25x18x11,32-27,11-16,2-6,16-19;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6807;draw;11-16,22-17,16-19,24x15,10x19,23x16,12x19,25-22,8-11,30-25,4-8,22-18,9-14,18x9,6x13x22,25x18,1-6,27-24,6-9,24x15,9-14,18x9,11x18,9-6,2x9,21-17,9-13,32-27,13x22,26x17,7-10,28-24,8-11,24-19,18-22,27-23,5-9,23-18,9-13,18-14,11-15,14x7,3x10,19-16,15-18,16-11,10-15,11-7,22-25,29x22,18x25,17-14,25-30,7-2;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6808;black_win;11-16,22-17,16-19,23x16,12x19,24x15,10x19,25-22,8-11,30-25,4-8,27-24,11-15,32-27,7-10,27-23,8-12,23x16,12x19,17-13,9-14,13-9,6x13,22-17,13x22,25x18x11,10-15,26-23,19x26,31x22,5-9,22-17,14-18,17-14,9-13,24-19,15x24,28x19,18-23;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
6809;white_win;11-15,22-17,9-14,25-22,15-19,23x16,12x19,24x15,10x19,17x10,6x15,21-17,5-9,29-25,7-10,17-14,9x18,26-23,19x26,30x23x14x7,3x10,27-23,1-6,25-21,6-9,22-17,9-14,28-24,8-11,17-13,2-6,31-27,4-8,24-20,8-12,32-28,12-16,28-24;#####rrrrrrrr#rrrr0000#0000wwww#wwwwwwww#####
